Question_ID,Question,Type,Answer,Path
163,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg2_frame2.jpg
164,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg2_frame3.jpg
165,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg2_frame4.jpg
166,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg2_frame5.jpg
167,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg2_frame6.jpg
168,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg2_frame7.jpg
169,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg2_frame8.jpg
170,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg2_frame9.jpg
171,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame1.jpg
172,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame10.jpg
173,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame2.jpg
174,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame3.jpg
175,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame4.jpg
176,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame5.jpg
177,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame6.jpg
178,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame7.jpg
179,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame8.jpg
180,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg3_frame9.jpg
181,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame1.jpg
182,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame10.jpg
183,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame2.jpg
184,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame3.jpg
185,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame4.jpg
186,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame5.jpg
187,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame6.jpg
188,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame7.jpg
189,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame8.jpg
190,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg4_frame9.jpg
191,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame1.jpg
192,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame10.jpg
193,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame2.jpg
194,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame3.jpg
195,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame4.jpg
196,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame5.jpg
197,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame6.jpg
198,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame7.jpg
199,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame8.jpg
200,Why is the car turning to the left?,Causal,Because the road is bending to the left.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_left_seg5_frame9.jpg
201,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame1.jpg
202,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame10.jpg
203,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame2.jpg
204,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame3.jpg
205,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame4.jpg
206,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame5.jpg
207,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame6.jpg
208,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame7.jpg
209,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame8.jpg
210,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg1_frame9.jpg
211,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame1.jpg
212,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame10.jpg
213,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame2.jpg
214,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame3.jpg
215,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame4.jpg
216,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame5.jpg
217,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame6.jpg
218,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame7.jpg
219,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame8.jpg
220,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg2_frame9.jpg
221,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame1.jpg
222,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame10.jpg
223,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame2.jpg
224,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame3.jpg
225,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame4.jpg
226,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame5.jpg
227,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame6.jpg
228,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame7.jpg
229,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame8.jpg
230,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg3_frame9.jpg
231,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame1.jpg
232,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame10.jpg
233,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame2.jpg
234,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame3.jpg
235,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame4.jpg
236,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame5.jpg
237,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame6.jpg
238,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame7.jpg
239,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame8.jpg
240,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg4_frame9.jpg
241,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame1.jpg
242,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame10.jpg
243,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame2.jpg
244,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame3.jpg
245,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame4.jpg
246,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame5.jpg
247,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame6.jpg
248,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame7.jpg
249,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame8.jpg
250,Why is the car turning to the right?,Causal,Because the road is bending to the right.,/home/shahin/Documents/VQA_AD/Selected_segments_frames/Turn_right_seg5_frame9.jpg
